ID,country_group,lead type ,lead type,User_grade2,Custom_link ,User_type2,Age of lead,Win/Loss
37923,ROW,www.youtube.com,IN,B2,0,A,4,0
37924,India,www.google.co.in,TR,B4,0,B,30,0
37925,ROW,l.facebook.com,HS,B1,0,A,10,0
37926,United States,www.youtube.com,TR,B1,0,A,10,0
37927,ROW,www.google.com,EN,B7,0,A,12,0
37928,United States,na56.salesforce.com,EN,B1,0,A,6,0
37929,India,YouTube-Webinar,TR,B3,0,A,10,0
37930,ROW,google-search,HS,B7,0,A,136,0
37931,India,Dir,IN,B7,0,A,6,0
37932,India,www.google.co.in,TR,B3,0,A,26,0
37933,India,www.google.co.in,HS,B7,0,A,18,0
37934,India,Direct,EN,B7,0,B,11,0
37935,United States,google-search,HS,B3,0,A,10,0
37936,United States,www.googleadservices.com,TR,B5,0,B,43,0
37937,United States,Dir,EN,B5,0,B,4,0
37938,ROW,intercom-intercom,Intercom,B7,0,A,10,0
37939,ROW,google-search,TR,B5,0,B,7,0
37940,ROW,Dir,TR,B5,0,B,17,0
37941,ROW,Dir,TR,B7,0,A,5,0
37942,India,blog,BS,B7,0,A,28,0
37943,India,www.google.co.in,EN,B1,0,B,10,0
37944,India,Dir,HS,B4,0,B,10,0
37945,India,Dir,HS,B7,0,A,10,0
37946,India,blog,BS,B7,0,A,10,0
37947,ROW,hs_email,TR,B7,0,B,36,0
37948,India,www.google.co.in,HS,B4,0,A,10,0
37949,United States,google-search,TR,B7,0,A,29,0
37950,ROW,email.1and1.fr,HS,B6,0,B,10,0
37951,United States,Phone,UP,B7,0,A,8,0
37952,ROW,blog,BS,B2,0,A,12,0
37953,India,www.youtube.com,EN,B7,0,A,10,0
37954,India,Custom Payment Link,Phone,B5,1,A,0,1
37955,United States,www.youtube.com,TR,B2,0,A,1,0
37956,India,google-dis,TR,B2,0,A,10,0
37957,India,Dir,UP,B7,0,A,0,1
37958,India,Dir,EN,B7,0,A,9,0
37959,ROW,www.youtube.com,HS,B4,0,B,3,0
37960,India,Dir,IN,B1,0,A,2,0
37961,India,Phone,UP,B7,0,A,14,0
37962,ROW,android-app,IN,B7,0,A,10,0
37963,India,Phone,UP,B1,1,B,2,1
37964,India,Dir,GC,B7,0,A,19,0
37965,India,android-app,TR,B4,0,B,10,0
37966,ROW,intercom-intercom,Intercom,B7,0,B,10,0
37967,ROW,blog,BS,B7,0,A,9,0
37968,India,blog,BS,B3,0,A,10,0
37969,ROW,NityoUS,Blank,B7,0,A,7,0
37970,India,Referral_Program,HS,B7,0,A,108,0
37971,United States,Custom Payment Link,TR,B6,0,B,10,0
37972,United States,Referral,UP,B7,1,A,6,1
37973,United States,Dir,TR,B6,0,B,62,0
37974,United States,Dir,TR,B7,0,B,7,0
37975,United States,Dir,TR,B6,0,B,8,0
37976,India,email,UP,B6,1,A,0,1
37977,India,blog,BS,B7,0,A,10,0
37978,United States,Dir,GC,B7,0,A,11,0
37979,ROW,www.google.com,GC,B7,0,A,6,0
37980,United States,Dir,GC,B7,0,A,10,0
37981,United States,www.google.com,TR,B1,0,A,37,0
37982,United States,google-search,Phone,B4,0,A,0,1
37983,India,www.google.co.in,TR,B7,0,A,10,0
37984,ROW,Dir,TR,B6,0,B,56,0
37985,India,Dir,GC,B7,0,A,20,0
37986,India,Dir,TR,B4,0,A,20,0
37987,ROW,Dir,TR,B7,0,A,14,0
37988,ROW,iPhone-app,Like,B1,0,B,5,0
37989,ROW,iPhone-app,TR,B1,0,B,10,0
37990,India,Dir,EN,B2,0,A,9,0
37991,India,Dir,TR,B7,0,A,10,0
37992,India,Dir,GC,B7,0,A,10,0
37993,India,www.google.com,TR,B7,0,A,33,0
37994,India,Custom Payment Link,EN,B5,0,B,10,0
37995,India,google-search,EN,B4,1,A,0,1
37996,India,Dir,TR,B4,0,A,10,0
37997,ROW,www.google.com,HS,B1,0,A,6,0
37998,India,www.bing.com,TR,B6,0,B,5,0
37999,India,Dir,UP,B6,0,A,0,1
38000,ROW,blog,BS,B7,0,A,10,0
38001,India,google-search,TR,B5,0,A,10,0
38002,India,youtube,IN,B7,0,A,2,0
38003,India,www.google.co.in,IN,B5,0,B,1,0
38004,India,Phone,Phone,B7,0,A,23,0
38005,ROW,www.google.ae,EN,B5,0,B,47,0
38006,ROW,www.google.ae,EN,B5,0,A,47,0
38007,ROW,Referral,HS,B7,0,A,129,0
38008,ROW,intercom-intercom,Intercom,B7,0,A,10,0
38009,ROW,Direct,IN,B2,0,A,21,0
38010,ROW,Dir,HS,B2,0,A,31,0
38011,United States,www.google.com,TR,B7,0,B,77,0
38012,United States,www.google.com,IN,B7,0,B,10,0
38013,United States,Phone,Phone,B7,0,B,71,0
38014,United States,www.youtube.com,TR,B4,0,B,40,0
38015,ROW,blog,BS,B5,0,A,10,0
38016,United States,www.google.com,TR,B7,0,A,10,0
38017,United States,www.quora.com,IN,B1,0,A,17,0
38018,India,Dir,HS,B1,0,A,10,0
38019,India,www.google.co.in,EN,B5,1,A,24,1
38020,India,www.google.com,EN,B6,0,B,10,0
38021,India,www.youtube.com,TR,B7,0,A,10,0
38022,India,blog,BS,B7,0,A,10,0
38023,India,android-app,Like,B7,0,B,105,0
38024,United States,android-app,Like,B5,0,B,18,0
38025,India,android-app,EN,B5,0,B,10,0
38026,India,android-app,Like,B5,0,B,4,0
38027,United States,Dir,TR,B5,0,A,10,0
38028,United States,google-search,TR,B5,0,A,10,0
38029,India,Dir,TR,B1,0,A,10,0
38030,United States,shareasale,HS,B2,0,B,10,0
38031,India,Dir,GC,B7,0,A,10,0
38032,India,Dir,Like,B4,1,A,0,1
38033,ROW,hs_email,TR,B4,0,B,10,0
38034,ROW,www.google.co.uk,TR,B7,0,A,10,0
38035,India,Dir,GC,B7,0,A,10,0
38036,India,Dir,UP,B7,0,A,0,1
38037,India,Phone,Phone,B7,0,A,25,0
38038,India,Dir,TR,B7,0,A,4,0
38039,India,Phone,Phone,B7,0,A,5,0
38040,ROW,Dir,IN,B7,1,A,0,1
38041,India,Dir,TR,B7,0,A,10,0
38042,India,Dir,UP,B6,0,C,0,1
38043,United States,Phone,UP,B7,0,C,65,0
38044,ROW,youtube,EN,B5,0,A,0,1
38045,India,www.youtube.com,GC,B7,0,A,3,0
38046,India,Dir,TR,B4,0,A,10,0
38047,ROW,NityoUS,Blank,B7,0,A,14,0
38048,India,Dir,TR,B4,0,A,4,0
38049,India,bing,GC,B7,0,A,10,0
38050,India,ETMediaLabs-fb,TR,B4,0,A,10,0
38051,India,Dir,IN,B7,0,A,3,0
38052,ROW,www.google.co.in,TR,B4,0,A,10,0
38053,India,intercom-intercom,Intercom,B7,0,A,10,0
38054,India,Dir,TR,B5,0,A,3,0
38055,India,Dir,IN,B7,0,A,5,0
38056,India,www.google.co.in,TR,B7,0,A,10,0
38057,United States,Direct,EN,B4,0,A,0,1
38058,United States,iPad-app,TR,B6,0,B,44,0
38059,United States,#NAME?,RC,B6,0,B,22,0
38060,United States,Direct,TR,B7,0,B,8,0
38061,United States,Direct,TR,B7,0,B,10,0
38062,United States,Direct,TR,B7,0,B,10,0
38063,United States,google-search,TR,B4,1,A,4,0
38064,ROW,Phone,UP,B7,0,A,48,0
38065,ROW,Dir,IN,B2,0,B,10,0
38066,India,intercom-intercom,Intercom,B7,0,A,1,0
38067,United States,android-app,TR,B6,0,C,10,0
38068,India,google-search,TR,B6,0,B,10,0
38069,India,Dir,HS,B6,0,A,54,0
38070,United States,google-search,TR,B7,0,A,11,0
38071,ROW,www.google.com.pk,HS,B7,0,A,10,0
38072,India,www.google.co.in,IN,B1,1,A,27,0
38073,India,blog,BS,B7,0,A,35,0
38074,India,blog,BS,B7,0,A,10,0
38075,ROW,www.youtube.com,EN,B1,0,A,10,0
38076,India,Dir,GC,B7,0,B,10,0
38077,India,Custom Payment Link,Custom Link,B7,1,A,21,0
38078,ROW,www.edlibre.com,EN,B7,0,A,13,0
38079,ROW,intercom-intercom,Intercom,B7,0,A,10,0
38080,ROW,Dir,IN,B7,0,A,11,0
38081,ROW,intercom-intercom,Intercom,B7,0,B,10,0
38082,United States,quora,HS,B5,0,C,6,0
38083,India,Phone,Phone,B7,0,A,2,0
38084,India,google-search,TR,B6,0,B,10,0
38085,India,google-search,TR,B6,0,B,11,0
38086,India,google-search,TR,B6,0,B,3,0
38087,India,android-app,TR,B5,0,B,10,0
38088,India,Dir,TR,B7,0,A,7,0
38089,India,google-search,EN,B2,0,A,19,0
38090,ROW,android-app,TR,B7,0,B,11,0
38091,India,Dir,TR,B5,0,A,5,0
38092,India,www.youtube.com,TR,B7,0,A,11,0
38093,India,Dir,GC,B7,0,A,7,0
38094,United States,blog,BS,B7,0,A,10,0
38095,India,blog,BS,B7,0,A,14,0
38096,India,Dir,IN,B7,0,A,6,0
38097,United States,www.quora.com,TR,B1,0,A,12,0
38098,India,www.google.com,TR,B2,0,A,25,0
38099,ROW,NityoUS,Blank,B7,0,A,24,0
38100,ROW,direct sales-NityoUS,Affiliate,B7,0,A,24,0
38101,United States,www.google.com,TR,B2,0,A,3,0
38102,India,Dir,HS,B7,0,A,45,0
38103,United States,Dir,TR,B3,0,A,10,0
38104,United States,Phone,UP,B7,0,A,42,0
38105,India,Dir,TR,B4,0,A,9,0
38106,United States,bing,TR,B7,0,A,15,0
38107,United States,blog,BS,B7,0,A,10,0
38108,ROW,www.youtube.com,TR,B2,0,A,10,0
38109,United States,hs_email,EN,B5,0,C,0,1
38110,ROW,Direct,TR,B7,0,B,10,0
38111,ROW,Direct,TR,B7,0,B,10,0
38112,ROW,Dir,TR,B5,0,B,2,0
38113,ROW,Direct,TR,B7,0,B,6,0
38114,ROW,Direct,TR,B6,0,B,10,0
38115,ROW,intercom-intercom,Intercom,B7,0,B,10,0
38116,United States,google-search,HS,B3,0,A,11,0
38117,ROW,android-app,EN,B7,0,B,10,0
38118,ROW,www.google.com.ng,HS,B7,0,A,15,0
38119,ROW,www.google.com.ng,HS,B7,0,A,64,0
38120,ROW,www.google.com,EN,B5,0,A,12,1
38121,United States,www.google.com,EN,B7,0,A,3,0
38122,India,www.google.co.in,TR,B4,0,B,24,0
38123,India,Dir,TR,B2,0,A,7,0
38124,India,com.google.android.gm,TR,B5,0,B,10,0
38125,India,www.google.co.in,IN,B4,0,B,55,0
38126,India,Dir,TR,B3,0,B,10,0
38127,India,Dir,TR,B3,0,B,10,0
38128,ROW,Dir,IN,B2,0,A,20,0
38129,United States,google-search,EN,B5,0,C,0,1
38130,United States,google-search,HS,B4,0,C,10,0
38131,United States,google-search,Like,B5,0,C,10,0
38132,India,Referral,HS,B2,0,A,0,1
38133,India,Dir,TR,B2,0,A,10,0
38134,India,blog,BS,B7,0,A,10,0
38135,ROW,hs_email,EN,B7,0,B,13,0
38136,India,Dir,TR,B3,0,A,1,0
38137,India,Custom Payment Link,Custom Link,B6,1,C,0,1
38138,United States,google-search,TR,B5,1,C,29,1
38139,United States,blog,BS,B7,0,A,2,0
38140,India,google-search,TR,B7,0,B,10,0
38141,India,google-search,EN,B7,0,B,10,0
38142,India,Direct,Blank,B7,0,A,0,1
38143,India,Dir,TR,B5,0,A,10,0
38144,United States,www.google.com,TR,B5,0,C,6,1
38145,ROW,hs_email,IN,B7,0,A,10,0
38146,India,www.google.com,IN,B7,0,B,10,0
38147,ROW,app,HS,B7,0,A,8,0
38148,United States,www.google.com,TR,B5,0,C,-58,0
38149,United States,#NAME?,RC,B6,0,C,113,0
38150,India,#NAME?,RC,B6,0,C,11,0
38151,United States,www.google.com,IN,B4,1,C,56,1
38152,India,Custom Payment Link,Custom Link,B7,1,C,0,1
38153,ROW,Dir,HS,B7,0,A,10,0
38154,United States,google-search,EN,B1,0,A,11,0
38155,India,Dir,TR,B7,0,A,10,0
38156,India,Dir,HS,B7,0,B,3,0
38157,India,Custom Payment Link,Custom Link,B7,1,A,0,1
38158,India,#NAME?,RC,B6,0,B,10,0
38159,India,www.youtube.com,EN,B7,1,B,0,1
38160,India,android-app,Like,B5,0,B,11,0
38161,India,Dir,TR,B5,0,B,10,0
38162,India,www.youtube.com,TR,B7,0,A,10,0
38163,India,Dir,TR,B7,0,B,22,0
38164,India,Dir,TR,B3,0,A,5,0
38165,India,Dir,TR,B7,0,A,40,0
38166,United States,www.bing.com,TR,B7,0,A,3,0
38167,ROW,www.google.com,TR,B7,0,A,10,0
38168,United States,Dir,HS,B7,0,A,2,0
38169,United States,www.youtube.com,GC,B7,0,A,5,0
38170,United States,Dir,EN,B3,0,A,0,1
38171,United States,shareasale,HS,B5,0,B,10,0
38172,India,blog,BS,B5,0,A,10,0
38173,India,Dir,TR,B7,0,A,2,0
38174,India,bing,TR,B1,0,A,1,0
38175,ROW,Direct,TR,B7,0,A,10,0
38176,ROW,www.google.pt,TR,B1,0,A,10,0
38177,India,blog,BS,B4,0,A,9,0
38178,India,Dir,HS,B7,0,A,7,0
38179,ROW,NityoIN,Blank,B7,0,A,52,0
38180,ROW,direct sales-NityoIN,Blank,B7,0,A,52,0
38181,India,Dir,TR,B5,0,C,17,0
38182,India,Dir,TR,B5,0,C,34,0
38183,India,www.google.com,HS,B2,0,A,2,0
38184,India,Dir,EN,B5,0,A,0,1
38185,India,Direct,IN,B5,0,B,2,0
38186,India,Dir,IN,B5,0,B,34,0
38187,India,Dir,TR,B7,0,A,10,0
38188,India,Dir,TR,B5,0,B,27,0
38189,India,bing,IN,B7,0,A,10,0
38190,India,Referral,HS,B7,0,A,80,0
38191,India,www.google.com,TR,B4,0,B,10,0
38192,United States,www.youtube.com,EN,B5,0,B,18,0
38193,United States,www.youtube.com,EN,B5,0,A,18,0
38194,India,Phone,Blank,B7,0,A,9,0
38195,India,www.google.co.uk,IN,B7,0,A,10,0
38196,United States,Dir,TR,B5,0,A,7,0
38197,United States,Facebook,TR,B7,0,A,5,0
38198,ROW,Dir,EN,B7,0,A,3,0
38199,United States,google-search,HS,B7,0,A,11,0
38200,ROW,blog,BS,B7,0,A,10,0
38201,United States,Dir,EN,B6,0,C,11,0
38202,ROW,www.bing.com,TR,B6,0,B,6,0
38203,ROW,Dir,TR,B6,0,B,29,0
38204,United States,Direct,TR,B7,0,A,10,0
38205,ROW,blog,BS,B7,0,A,10,0
38206,United States,Dir,TR,B1,0,A,4,0
38207,United States,google-search,TR,B3,0,A,1,0
38208,United States,google-search,TR,B1,0,A,5,0
38209,United States,www.google.com,HS,B7,0,B,2,0
38210,United States,Dir,TR,B1,0,A,21,0
38211,United States,search.yahoo.com,EN,B2,0,A,4,0
38212,India,Custom Payment Link,Custom Link,B2,1,B,3,0
38213,ROW,Dir,EN,B5,0,B,59,0
38214,ROW,Dir,HS,B7,0,A,0,1
38215,India,Dir,EN,B2,0,A,5,0
38216,United States,email,Like,B1,0,A,10,0
38217,India,www.quora.com,TR,B7,0,A,10,0
38218,India,Direct,EN,B6,0,B,10,0
38219,India,intercom-intercom,Intercom,B7,0,B,10,0
38220,ROW,Dir,EN,B6,0,C,15,0
38221,India,Custom Payment Link,Custom Link,B7,1,A,0,1
38222,United States,iPhone-app,TR,B7,0,B,10,0
38223,United States,www.google.com,EN,B3,0,B,30,0
38224,India,Custom Payment Link,Custom Link,B1,1,A,0,1
38225,India,android-app,IN,B1,0,A,4,0
38226,ROW,Dir,HS,B7,1,A,0,1
38227,India,Custom Payment Link,TR,B7,0,B,29,0
38228,India,google-search,TR,B3,0,A,10,0
38229,India,Dir,TR,B1,0,A,10,0
38230,ROW,Dir,TR,B1,0,A,16,0
38231,India,Dir,TR,B2,0,A,31,0
38232,India,Direct,EN,B5,0,B,4,0
38233,India,Dir,EN,B2,0,A,8,0
38234,India,Direct,TR,B7,0,A,19,0
38235,India,blog,BS,B7,0,A,31,0
38236,India,google-search,IN,B1,0,A,10,0
38237,India,Dir,IN,B4,0,B,66,0
38238,India,google-search,TR,B3,0,A,10,0
38239,India,google-search,TR,B5,0,B,10,0
38240,India,Direct,TR,B3,1,B,7,1
38241,India,google-search,Like,B5,0,B,10,0
38242,India,Dir,TR,B7,0,A,2,0
38243,India,google-search,TR,B5,0,B,3,0
38244,India,www.youtube.com,HS,B1,0,A,4,0
38245,India,Dir,TR,B7,0,A,10,0
38246,India,android-app,TR,B6,0,B,10,0
38247,ROW,intercom-intercom,Intercom,B7,0,A,10,0
38248,ROW,www.bing.com,TR,B2,0,A,10,0
38249,ROW,www.bing.com,TR,B2,0,B,3,0
38250,ROW,www.bing.com,TR,B2,0,B,3,0
38251,United States,hs_email,TR,B4,0,B,4,0
38252,United States,Dir,TR,B4,0,B,21,0
38253,United States,Dir,TR,B3,0,A,10,0
38254,United States,bing,HS,B2,0,A,0,0
38255,India,Dir,UP,B6,1,C,0,1
38256,United States,email,UP,B7,1,C,1,1
38257,United States,lms-intercom,Blank,B7,0,A,31,0
38258,ROW,www.google.com,TR,B2,0,A,13,0
38259,ROW,direct sales-NityoUS,Affiliate,B7,0,A,0,1
38260,ROW,NityoUS,Blank,B7,0,A,112,0
38261,United States,blog,UP,B7,1,C,0,1
38262,India,www.google.co.in,EN,B1,0,A,10,0
38263,India,Phone-crm-lead-form,UP,B7,0,A,9,0
38264,India,Custom Payment Link,Custom Link,B4,1,A,0,1
38265,India,www.google.co.in,TR,B5,0,A,25,0
38266,India,www.google.co.in,TR,B5,0,B,25,0
38267,India,blog,BS,B7,0,A,10,0
38268,India,blog,BS,B5,0,A,10,0
38269,India,google-search,TR,B7,0,B,27,0
38270,ROW,Dir,EN,B2,0,A,10,0
38271,India,Dir,EN,B1,0,A,16,1
38272,India,intercom-intercom,Intercom,B7,0,B,10,0
38273,ROW,blog,BS,B7,0,A,10,0
38274,India,www.google.co.in,IN,B1,0,A,16,0
38275,India,Dir,TR,B7,0,A,29,0
38276,India,blog,BS,B7,0,A,10,0
38277,India,google-search,HS,B7,0,A,19,0
38278,India,Dir,HS,B4,0,B,10,0
38279,India,Phone,Phone,B3,1,A,0,1
38280,India,blog,BS,B7,0,A,10,0
38281,United States,youtube,TR,B2,0,A,5,0
38282,India,intercom-intercom,Intercom,B7,0,A,10,0
38283,India,android-app,IN,B3,1,A,1,1
38284,India,Phone,Phone,B7,0,A,4,0
38285,ROW,www.youtube.com,EN,B2,0,A,21,0
38286,ROW,iPhone-app,CD,B7,0,B,29,0
38287,ROW,iPhone-app,TR,B7,0,B,27,0
38288,ROW,quora,TR,B7,0,A,7,0
38289,India,Dir,HS,B1,0,A,8,0
38290,United States,google-search,TR,B7,0,B,10,0
38291,ROW,intercom-intercom,Intercom,B7,0,A,10,0
38292,ROW,www.google.co.uk,TR,B3,0,A,10,0
38293,India,android-app,GC,B7,0,A,23,0
38294,India,Dir,TR,B7,0,A,10,0
38295,United States,blog,BS,B7,0,A,10,0
38296,India,intercom-intercom,Blank,B7,0,A,4,0
38297,India,blog,BS,B7,0,B,4,0
38298,India,Custom Payment Link,Custom Link,B7,1,C,0,1
38299,United States,android-app,TR,B7,0,C,10,0
38300,United States,www.google.com,TR,B7,1,C,8,1
38301,ROW,www.google.com,EN,B7,0,A,10,0
38302,ROW,www.google.com,HS,B7,0,B,12,0
38303,United States,android-app,TR,B4,0,B,10,0
38304,United States,Dir,TR,B4,0,B,10,0
38305,United States,shareasale,HS,B6,0,B,10,0
38306,ROW,www.google.com.br,HS,B7,0,A,2,0
38307,India,Phone,Phone,B7,0,A,52,0
38308,India,email,UP,B7,0,B,0,0
38309,India,bing,IN,B3,0,A,10,0
38310,ROW,www.youtube.com,TR,B2,0,A,7,0
38311,ROW,Direct,TR,B6,0,C,15,0
38312,ROW,blog,TR,B3,0,A,5,0
38313,United States,iPhone-app,IN,B2,1,A,0,1
38314,India,google-search,TR,B1,0,B,10,0
38315,India,google-search,TR,B5,0,A,10,0
38316,India,google-search,TR,B5,0,B,4,0
38317,ROW,Direct,TR,B3,0,A,9,0
38318,India,android-app,IN,B7,0,A,10,0
38319,ROW,www.youtube.com,TR,B1,0,A,2,0
38320,ROW,Dir,HS,B1,0,A,3,1
38321,ROW,Direct,Like,B6,0,B,14,0
38322,ROW,Direct,TR,B6,0,B,3,0
38323,ROW,android-app,TR,B7,0,B,8,0
38324,India,Dir,TR,B7,0,A,142,0
38325,India,www.google.com,TR,B6,0,B,10,0
38326,India,lms-intercom,Blank,B7,0,A,32,0
38327,United States,Dir,TR,B3,0,B,4,0
38328,ROW,Dir,IN,B7,0,B,24,0
38329,India,www.google.com,TR,B7,0,A,0,0
38330,India,www.youtube.com,TR,B7,0,A,10,0
38331,India,Dir,TR,B7,0,A,5,0
38332,India,google-search,TR,B1,0,A,10,0
38333,India,Dir,IN,B2,0,B,10,0
38334,United States,google-search,TR,B5,0,A,-4,0
38335,India,Dir,EN,B1,0,A,0,0
38336,ROW,www.youtube.com,EN,B1,0,A,8,0
38337,United States,Dir,TR,B1,0,A,38,0
38338,India,Phone,Phone,B7,0,A,7,0
38339,India,www.google.co.in,EN,B4,0,A,12,0
38340,United States,www.google.co.in,IN,B3,0,A,6,0
38341,India,bing,IN,B3,0,A,8,0
38342,India,www.google.co.in,TR,B5,0,B,10,0
38343,India,android-app,TR,B4,0,B,11,0
38344,India,www.google.co.in,TR,B5,0,B,10,0
38345,India,android-app,TR,B4,0,B,20,0
38346,India,Dir,IN,B7,0,A,1,0
38347,India,www.google.co.in,IN,B5,0,A,4,0
38348,United States,google-dis,TR,B1,0,A,21,0
38349,ROW,email,TR,B3,0,B,10,0
38350,ROW,app,HS,B7,0,A,10,0
38351,United States,www.google.com,TR,B3,0,A,1,0
38352,India,www.google.co.in,TR,B6,0,C,10,0
38353,India,www.google.co.in,TR,B3,0,C,10,0
38354,India,Dir,TR,B7,0,C,5,0
38355,India,Dir,IN,B3,0,A,2,0
38356,India,www.quora.com,TR,B7,1,A,0,1
38357,India,www.youtube.com,IN,B3,1,A,17,0
38358,India,Dir,TR,B2,0,C,21,0
38359,India,android-app,EN,B4,0,A,10,0
38360,United States,google-search,IN,B6,1,C,0,1
38361,United States,Custom Payment Link,EN,B6,0,C,0,1
38362,United States,Dir,HS,B7,0,C,141,0
38363,India,www.youtube.com,EN,B7,1,A,0,1
38364,India,intercom-intercom,Intercom,B7,0,B,10,0
38365,United States,learning.edureka.co,IN,B7,0,A,3,0
38366,India,blog,BS,B7,0,A,10,0
38367,India,www.google.co.in,IN,B2,0,A,19,0
38368,India,google-search,IN,B4,0,A,32,0
38369,India,Dir,GC,B7,0,A,10,0
38370,India,Dir,EN,B7,0,B,10,0
38371,India,android-app,IN,B7,0,A,2,0
38372,India,Dir,EN,B1,0,A,1,0
38373,India,Dir,IN,B4,0,B,14,0
38374,India,blog,BS,B7,0,A,10,0
38375,India,www.google.co.in,EN,B6,0,C,8,0
38376,India,Phone,Phone,B7,0,A,6,0
38377,ROW,Dir,EN,B5,0,B,37,0
38378,United States,www.google.com,HS,B1,0,A,5,0
38379,India,Dir,IN,B7,0,B,127,0
38380,India,Dir,TR,B6,0,A,0,1
38381,United States,blog,BS,B7,0,A,3,0
38382,India,google-search,TR,B7,0,A,10,0
38383,India,Custom Payment Link,Phone,B6,1,C,0,1
38384,India,android-app,TR,B6,1,C,0,1
38385,India,Dir,Phone,B7,0,A,3,0
38386,India,Dir,TR,B1,0,A,19,0
38387,India,www.google.co.in,TR,B5,0,B,10,0
38388,India,www.google.co.in,TR,B5,0,A,44,0
38389,India,google-search,TR,B7,0,A,10,0
38390,India,fb-facebook,SM,B7,0,A,10,0
38391,India,www.google.co.in,TR,B7,0,B,4,0
38392,India,Phone,UP,B2,1,B,1,1
38393,ROW,NityoUS,Blank,B7,0,A,1,0
38394,India,Dir,HS,B7,0,A,2,0
38395,India,www.google.co.in,HS,B7,0,A,10,0
38396,India,Dir,TR,B1,0,A,18,0
38397,India,Dir,TR,B7,0,A,10,0
38398,ROW,www.learningrevolution.net,HS,B7,0,A,71,0
38399,India,hs_email,TR,B1,0,A,10,0
38400,India,android-app,IN,B7,0,A,10,0
38401,United States,Dir,TR,B1,0,A,10,0
38402,United States,www.google.com,IN,B3,0,B,3,0
38403,ROW,Direct,Like,B6,0,B,10,0
38404,ROW,Direct,Like,B6,0,B,10,0
38405,ROW,Direct,Like,B6,0,B,10,0
38406,ROW,Direct,HS,B6,0,B,10,0
38407,ROW,Direct,Like,B6,0,B,10,0
38408,ROW,Dir,Like,B7,0,B,10,0
38409,ROW,Direct,Like,B6,0,B,10,0
38410,ROW,Direct,Like,B6,0,B,10,0
38411,ROW,Direct,Like,B6,0,B,10,0
38412,ROW,Direct,Like,B6,0,B,10,0
38413,ROW,Direct,Like,B6,0,B,10,0
38414,ROW,Direct,Like,B6,0,B,10,0
38415,ROW,Direct,Like,B6,0,B,10,0
38416,ROW,Dir,Like,B7,0,B,10,0
38417,ROW,Direct,Like,B6,0,B,10,0
38418,ROW,Direct,TR,B6,0,B,0,1
38419,ROW,Direct,Like,B6,0,B,10,0
38420,ROW,Direct,Like,B6,0,B,10,0
38421,ROW,Dir,Like,B7,0,B,10,0
38422,ROW,Direct,Like,B6,0,B,10,0
38423,ROW,Direct,Like,B6,0,B,10,0
38424,ROW,Direct,Like,B6,0,B,10,0
38425,ROW,Direct,Like,B6,0,B,10,0
38426,ROW,Direct,Like,B6,0,B,10,0
38427,ROW,Direct,Like,B6,0,B,10,0
38428,United States,Dir,TR,B5,0,A,2,0
38429,United States,google-search,TR,B7,0,A,10,0
38430,ROW,www.google.co.th,IN,B7,0,A,21,0
38431,India,Referral,UP,B7,0,A,41,0
38432,India,www.youtube.com,TR,B7,0,A,5,0
38433,India,Dir,TR,B7,0,A,10,0
38434,United States,www.google.com,IN,B4,0,A,18,0
38435,ROW,General Enquiry,UP,B7,0,A,15,0
38436,India,blog,BS,B7,0,A,10,0
38437,India,android-app,IN,B1,0,A,10,0
38438,ROW,blog,BS,B7,0,A,10,0
38439,United States,Dir,TR,B5,0,C,23,0
38440,ROW,Dir,TR,B4,0,A,10,0
38441,India,Phone,Phone,B7,0,B,2,0
38442,India,Phone,UP,B7,0,A,2,0
38443,ROW,blog,BS,B7,0,A,10,0
38444,India,Dir,IN,B5,0,C,10,0
38445,India,Dir,HS,B5,1,C,0,1
38446,India,Dir,TR,B5,0,C,10,0
38447,India,www.google.co.in,TR,B3,0,A,10,0
38448,India,Webinar,UP,B7,0,A,1,0
38449,India,Dir,GC,B7,0,A,10,0
38450,India,Dir,TR,B7,0,A,4,0
38451,India,Phone,Phone,B7,0,A,8,0
38452,India,Dir,TR,B3,0,A,5,0
38453,United States,blog,BS,B7,0,A,10,0
38454,United States,google-search,EN,B3,1,A,0,1
38455,United States,google-search,EN,B3,0,B,1,0
38456,India,Referral,HS,B7,0,A,23,0
38457,India,blog,BS,B7,0,A,10,0
38458,India,Referral,HS,B7,0,A,115,0
38459,ROW,www.youtube.com,GC,B7,0,A,10,0
38460,India,Dir,IN,B7,0,A,10,0
38461,India,www.google.com,GC,B7,0,A,2,0
38462,India,Dir,TR,B1,0,A,10,0
38463,United States,google-search,TR,B2,0,B,24,0
38464,India,www.google.co.in,TR,B2,0,A,13,0
38465,India,www.google.co.in,TR,B3,0,B,10,0
38466,India,Dir,TR,B7,0,A,3,0
38467,India,google-search,HS,B7,1,A,0,1
38468,India,Custom Payment Link,Custom Link,B7,0,B,0,0
38469,India,Facebook,TR,B5,0,B,61,0
38470,India,google-search,EN,B7,0,B,10,0
38471,India,google-search,EN,B7,0,B,10,0
38472,India,google-search,EN,B7,0,B,10,0
38473,India,google-search,EN,B7,0,B,15,0
38474,India,email,EN,B6,0,B,7,0
38475,India,google-search,EN,B7,0,B,10,0
38476,India,google-search,EN,B7,0,B,10,0
38477,India,www.google.com,TR,B7,0,B,10,0
38478,India,www.google.com,TR,B5,0,B,5,0
38479,India,Dir,EN,B7,1,A,0,1
38480,ROW,blog,BS,B7,0,A,10,0
